timestamp,j1,j2,j3,j4,j5,j6
1746179342589,8.78097e-05,8.02245e-05,-8.71577e-05,-1.06495e-07,-0.000132722,-6.60784e-05
1746179342593,8.78097e-05,8.02245e-05,-8.71577e-05,-1.06495e-07,-0.000132722,-6.60784e-05
1746179342598,8.78097e-05,8.02245e-05,-8.71577e-05,-1.06495e-07,-0.000132722,-6.60784e-05
1746179342603,0.666749,0.666742,0.666585,0.666667,0.666543,0.666605
1746179342605,1.33341,1.3334,1.33326,1.33333,1.33322,1.33328
1746179342609,2.00007,2.00006,1.99993,2,1.99989,1.99995
1746179342616,2.66673,2.66673,2.6666,2.66667,2.66657,2.66662
1746179342620,3.33339,3.33339,3.33328,3.33333,3.33324,3.33329
1746179342621,4.00005,4.00005,3.99995,4,3.99992,3.99996
1746179342627,4.66671,4.66671,4.66662,4.66667,4.6666,4.66663
1746179342633,5.33337,5.33337,5.33329,5.33333,5.33327,5.3333
1746179342637,6.00004,6.00003,5.99997,6,5.99995,5.99997
1746179342638,6.6667,6.66669,6.66664,6.66667,6.66662,6.66664
1746179342645,7.33336,7.33335,7.33331,7.33333,7.3333,7.33332
1746179342652,8.00002,8.00002,7.99998,8,7.99997,7.99999
1746179342654,8.66668,8.66668,8.66666,8.66667,8.66665,8.66666
1746179342656,9.33334,9.33334,9.33333,9.33333,9.33332,9.33333
1746179342663,10,10,10,10,10,10
1746179342668,10,10,10,10,10,10
1746179342670,9.35484,9.35484,9.35484,9.35484,9.35484,9.35484
1746179342674,8.70968,8.70968,8.70968,8.70968,8.70968,8.70968
1746179342682,8.06452,8.06452,8.06452,8.06452,8.06452,8.06452
1746179342688,7.41935,7.41935,7.41935,7.41935,7.41935,7.41935
1746179342710,6.77419,6.77419,6.77419,6.77419,6.77419,6.77419
1746179342713,6.12903,6.12903,6.12903,6.12903,6.12903,6.12903
1746179342737,5.48387,5.48387,5.48387,5.48387,5.48387,5.48387
1746179342762,4.83871,4.83871,4.83871,4.83871,4.83871,4.83871
1746179342765,4.19355,4.19355,4.19355,4.19355,4.19355,4.19355
1746179342790,3.54839,3.54839,3.54839,3.54839,3.54839,3.54839
1746179342792,2.90323,2.90323,2.90323,2.90323,2.90323,2.90323
1746179342817,2.25806,2.25806,2.25806,2.25806,2.25806,2.25806
1746179342842,1.6129,1.6129,1.6129,1.6129,1.6129,1.6129
1746179342843,0.967742,0.967742,0.967742,0.967742,0.967742,0.967742
1746179342868,0.322581,0.322581,0.322581,0.322581,0.322581,0.322581
1746179342871,-0.32258,-0.32258,-0.32258,-0.32258,-0.32258,-0.32258
1746179342895,-0.967742,-0.967742,-0.967742,-0.967742,-0.967742,-0.967742
1746179342898,-1.6129,-1.6129,-1.6129,-1.6129,-1.6129,-1.6129
1746179342902,-2.25806,-2.25806,-2.25806,-2.25806,-2.25806,-2.25806
1746179342928,-2.90322,-2.90322,-2.90322,-2.90322,-2.90322,-2.90322
1746179342931,-3.54839,-3.54839,-3.54839,-3.54839,-3.54839,-3.54839
1746179342956,-4.19355,-4.19355,-4.19355,-4.19355,-4.19355,-4.19355
1746179342959,-4.83871,-4.83871,-4.83871,-4.83871,-4.83871,-4.83871
1746179342960,-5.48387,-5.48387,-5.48387,-5.48387,-5.48387,-5.48387
1746179342986,-6.12903,-6.12903,-6.12903,-6.12903,-6.12903,-6.12903
1746179342988,-6.77419,-6.77419,-6.77419,-6.77419,-6.77419,-6.77419
1746179342991,-7.41935,-7.41935,-7.41935,-7.41935,-7.41935,-7.41935
1746179343040,-8.06452,-8.06452,-8.06452,-8.06452,-8.06452,-8.06452
1746179343041,-8.70968,-8.70968,-8.70968,-8.70968,-8.70968,-8.70968
1746179343049,-9.35484,-9.35484,-9.35484,-9.35484,-9.35484,-9.35484
1746179343070,-10,-10,-10,-10,-10,-10
