timestamp,j1,j2,j3,j4,j5,j6
1745996791007,1.28212,1.28215,1.28204,1.2822,1.28197,1.28204
1745996791009,1.28199,1.28203,1.28204,1.2822,1.2821,1.28211
1745996791011,1.28199,1.28203,1.28204,1.2822,1.2821,1.28211
1745996791020,1.28212,1.28203,1.28204,1.28197,1.28195,1.28202
1745996791024,1.28199,1.28203,1.28204,1.2822,1.2821,1.28223
1745996791029,1.28199,1.28203,1.28204,1.2822,1.28197,1.28204
1745996791038,1.28212,1.28215,1.28204,1.28197,1.28195,1.28202
1745996791040,1.28212,1.28203,1.28204,1.2822,1.2821,1.28211
1745996791048,1.28212,1.28203,1.28204,1.2822,1.2821,1.28223
1745996791053,1.28199,1.28215,1.28204,1.2822,1.28197,1.28204
1745996791078,1.28212,1.28203,1.28204,1.2822,1.2821,1.28186
1745996791101,1.28199,1.28203,1.28213,1.2822,1.28197,1.28204
1745996791150,1.28212,1.28215,1.28204,1.2822,1.28197,1.28204
1745996791223,1.28199,1.28223,1.28204,1.2822,1.28197,1.28204
1745996791249,1.30602,1.31988,1.29992,1.28357,1.28638,1.28668
1745996791321,1.90021,1.9014,1.8992,1.86172,1.88403,1.8998
1745996791371,2.4696,2.47068,2.46621,2.45041,2.46161,2.47852
1745996791421,3.0002,2.99855,2.99543,2.98725,2.99244,2.99319
1745996791444,3.26109,3.26122,3.25727,3.26202,3.25729,3.26132
1745996791493,3.79107,3.79028,3.78706,3.79669,3.78617,3.79164
1745996791543,4.31887,4.31759,4.31532,4.30927,4.31259,4.30799
1745996791592,4.84468,4.84525,4.84214,4.83089,4.8402,4.85568
1745996791644,5.41525,5.41642,5.41247,5.41855,5.41239,5.40944
1745996791692,5.94366,5.9442,5.9406,5.94761,5.93967,5.94632
1745996791742,6.51559,6.51569,6.51145,6.51592,6.51107,6.50554
1745996791792,7.04228,7.04228,7.03857,7.04819,7.03838,7.04008
1745996791816,7.30606,7.30599,7.30159,7.30385,7.30204,7.31137
1745996791913,8.36033,8.361,8.35698,8.35281,8.35661,8.35875
1745996791988,9.19539,9.19544,9.19233,9.19819,9.19222,9.19401
1745996792036,9.71786,9.71777,9.71662,9.72324,9.71768,9.73317
1745996792061,9.89324,9.88737,9.90452,9.9424,9.93883,9.9557
1745996792109,9.84712,9.84612,9.85112,9.96792,9.90008,9.90814
1745996792158,9.40673,9.40325,9.40168,9.49997,9.42307,9.43326
1745996792207,8.91109,8.91272,8.91087,8.98338,8.92176,8.92954
1745996792256,8.4144,8.41196,8.41448,8.45409,8.42001,8.42327
1745996792306,7.87615,7.87708,7.87842,7.88956,7.87854,7.89017
1745996792355,7.37963,7.37447,7.38002,7.38533,7.38026,7.37778
1745996792404,6.88166,6.88161,6.88328,6.88225,6.88425,6.88881
1745996792452,6.38549,6.38025,6.38532,6.37608,6.38649,6.39145
1745996792526,5.64096,5.63791,5.64218,5.64011,5.64273,5.64354
1745996792575,5.1443,5.14124,5.14561,5.15385,5.14715,5.15005
1745996792624,4.64778,4.64425,4.64896,4.64756,4.65024,4.65586
1745996792673,4.11055,4.10756,4.11172,4.10534,4.11252,4.11853
1745996792722,3.61408,3.60925,3.61542,3.61244,3.61612,3.61097
1745996792771,3.11791,3.11486,3.12003,3.11165,3.11921,3.11878
1745996792820,2.62169,2.61707,2.62272,2.61292,2.62219,2.62138
1745996792869,2.12548,2.12184,2.12625,2.12391,2.12647,2.12046
1745996792918,1.62918,1.62517,1.62994,1.6428,1.63199,1.63499
1745996792967,1.09138,1.08793,1.09314,1.09177,1.09389,1.08684
1745996793016,0.595384,0.591457,0.595921,0.582733,0.596652,0.593605
1745996793065,0.0996992,0.0950679,0.0993566,0.0942992,0.101106,0.102031
1745996793114,-0.396689,-0.401442,-0.396729,-0.392532,-0.394854,-0.398042
1745996793163,-0.893033,-0.89723,-0.892334,-0.88932,-0.891271,-0.890306
1745996793212,-1.38951,-1.39362,-1.3879,-1.39046,-1.38814,-1.39298
1745996793261,-1.92736,-1.93119,-1.92662,-1.92661,-1.92555,-1.92551
1745996793310,-2.42344,-2.42758,-2.42275,-2.42649,-2.42193,-2.42264
1745996793360,-2.91983,-2.92381,-2.91905,-2.92992,-2.91889,-2.92047
1745996793384,-3.16789,-3.17152,-3.16694,-3.18317,-3.16818,-3.16799
1745996793433,-3.66384,-3.66719,-3.66346,-3.67229,-3.66298,-3.66409
1745996793506,-4.40851,-4.41173,-4.40883,-4.41216,-4.40709,-4.40573
1745996793556,-4.94605,-4.94958,-4.94607,-4.94934,-4.94551,-4.94767
1745996793581,-5.19389,-5.1977,-5.19405,-5.18852,-5.19225,-5.19627
1745996793608,-5.48359,-5.48735,-5.48397,-5.48058,-5.4825,-5.48614
1745996793682,-6.22791,-6.23149,-6.22812,-6.22982,-6.22682,-6.23243
1745996793731,-6.72399,-6.72792,-6.72376,-6.73084,-6.72335,-6.72344
1745996793780,-7.22011,-7.22399,-7.21967,-7.22786,-7.21971,-7.22168
1745996793831,-7.75805,-7.76184,-7.7584,-7.75337,-7.75676,-7.76141
1745996793854,-8.00624,-8.00988,-8.00624,-8.00778,-8.00566,-8.00891
1745996793903,-8.50215,-8.50663,-8.50259,-8.50445,-8.50134,-8.50318
1745996793977,-9.2466,-9.25093,-9.24704,-9.24946,-9.24542,-9.24753
1745996794051,-9.9188,-9.88349,-9.89062,-9.95373,-9.94681,-9.95084
1745996794074,-9.97287,-9.94832,-9.95619,-10.0077,-9.99272,-9.99436
1745996794124,-9.6139,-9.61195,-9.62176,-9.72153,-9.63039,-9.63813
1745996794173,-9.11677,-9.1223,-9.12393,-9.2038,-9.13112,-9.12626
1745996794222,-8.61959,-8.62439,-8.62418,-8.6784,-8.63018,-8.62968
1745996794270,-8.12373,-8.1278,-8.12775,-8.1459,-8.12978,-8.12994
1745996794319,-7.62734,-7.62896,-7.62983,-7.63756,-7.632,-7.63247
1745996794368,-7.1306,-7.13217,-7.13309,-7.14214,-7.13575,-7.14672
1745996794441,-6.38589,-6.38578,-6.38877,-6.39645,-6.39089,-6.39395
1745996794515,-5.64144,-5.6406,-5.64453,-5.63793,-5.64583,-5.65048
1745996794542,-5.35183,-5.35122,-5.354,-5.35114,-5.35689,-5.3544
1745996794565,-5.10355,-5.10339,-5.10616,-5.11345,-5.10952,-5.1088
1745996794638,-4.35901,-4.35816,-4.36109,-4.34875,-4.36435,-4.366
1745996794687,-3.86284,-3.86206,-3.86527,-3.85517,-3.86763,-3.86112
1745996794737,-3.32508,-3.32393,-3.3272,-3.33206,-3.33036,-3.338
1745996794810,-2.58059,-2.57998,-2.58423,-2.58556,-2.58571,-2.58554
1745996794860,-2.08424,-2.08331,-2.08788,-2.09061,-2.08943,-2.09967
1745996794909,-1.58838,-1.58768,-1.59171,-1.59084,-1.59346,-1.58752
1745996794958,-1.09226,-1.09142,-1.0941,-1.09543,-1.09681,-1.10157
1745996794981,-0.844018,-0.843181,-0.846383,-0.849381,-0.849168,-0.857826
1745996795031,-0.347981,-0.346671,-0.34947,-0.339546,-0.351541,-0.34726
1745996795080,0.189868,0.191058,0.187116,0.192146,0.185552,0.181161
1745996795154,0.934318,0.935322,0.932051,0.927658,0.929343,0.938052
1745996795203,1.43035,1.43143,1.42835,1.43166,1.42668,1.41999
1745996795226,1.67842,1.67946,1.67668,1.6729,1.67338,1.66205
1745996795275,2.17489,2.17593,2.17198,2.17632,2.17127,2.17832
1745996795324,2.67106,2.67236,2.66767,2.67323,2.66743,2.66459
1745996795398,3.41556,3.41599,3.41226,3.41972,3.41208,3.41742
1745996795447,3.95323,3.95363,3.95011,3.95817,3.94873,3.93906
1745996795496,4.44953,4.44934,4.44602,4.44202,4.44468,4.44424
1745996795520,4.69737,4.69762,4.69421,4.68647,4.69253,4.7015
1745996795570,5.19371,5.19405,5.18986,5.19402,5.18953,5.19454
1745996795596,5.48324,5.48362,5.48022,5.48298,5.47929,5.4739
1745996795669,6.22756,6.22833,6.22406,6.23074,6.22251,6.23231
1745996795718,6.72359,6.72411,6.71975,6.71665,6.71873,6.71188
