timestamp,j1,j2,j3,j4,j5,j6
1745999999898,-3.96236,-3.96222,-3.96236,-3.964,-3.96243,-3.96228
1745999999902,-3.96236,-3.96222,-3.96236,-3.964,-3.96243,-3.96228
1745999999907,-3.83543,-3.83529,-3.83543,-3.83706,-3.83549,-3.83535
1745999999914,-3.7085,-3.70836,-3.7085,-3.71011,-3.70856,-3.70842
1745999999919,-3.58157,-3.58143,-3.58157,-3.58317,-3.58163,-3.58149
1745999999925,-3.45464,-3.4545,-3.45464,-3.45622,-3.4547,-3.45456
1745999999931,-3.32771,-3.32757,-3.32771,-3.32928,-3.32777,-3.32763
1745999999933,-3.20078,-3.20064,-3.20078,-3.20233,-3.20084,-3.2007
1745999999942,-3.07385,-3.07371,-3.07385,-3.07539,-3.07391,-3.07377
1745999999947,-2.94692,-2.94678,-2.94691,-2.94844,-2.94698,-2.94684
1745999999952,-2.81999,-2.81985,-2.81998,-2.8215,-2.82004,-2.81991
1745999999959,-2.69306,-2.69292,-2.69305,-2.69455,-2.69311,-2.69298
1745999999962,-2.56613,-2.56599,-2.56612,-2.5676,-2.56618,-2.56605
1745999999969,-2.4392,-2.43906,-2.43919,-2.44066,-2.43925,-2.43912
1745999999975,-2.31227,-2.31214,-2.31226,-2.31371,-2.31232,-2.31219
1745999999977,-2.18534,-2.18521,-2.18533,-2.18677,-2.18539,-2.18526
1745999999986,-2.0584,-2.05828,-2.0584,-2.05982,-2.05846,-2.05833
1745999999991,-1.93147,-1.93135,-1.93147,-1.93288,-1.93153,-1.9314
1745999999997,-1.80454,-1.80442,-1.80454,-1.80593,-1.8046,-1.80447
1746000000004,-1.67761,-1.67749,-1.67761,-1.67899,-1.67766,-1.67754
1746000000007,-1.55068,-1.55056,-1.55068,-1.55204,-1.55073,-1.55061
1746000000014,-1.42375,-1.42363,-1.42375,-1.4251,-1.4238,-1.42368
1746000000021,-1.29682,-1.2967,-1.29682,-1.29815,-1.29687,-1.29675
1746000000023,-1.16989,-1.16977,-1.16989,-1.1712,-1.16994,-1.16982
1746000000032,-1.04296,-1.04284,-1.04296,-1.04426,-1.04301,-1.04289
1746000000036,-0.91603,-0.915914,-0.916026,-0.917313,-0.916078,-0.915963
1746000000042,-0.789099,-0.788985,-0.789096,-0.790368,-0.789147,-0.789033
1746000000049,-0.662169,-0.662055,-0.662165,-0.663422,-0.662216,-0.662104
1746000000052,-0.535238,-0.535126,-0.535235,-0.536477,-0.535285,-0.535174
1746000000059,-0.408307,-0.408197,-0.408304,-0.409531,-0.408353,-0.408244
1746000000066,-0.281377,-0.281267,-0.281374,-0.282586,-0.281422,-0.281314
1746000000068,-0.154446,-0.154338,-0.154443,-0.15564,-0.154491,-0.154384
1746000000077,-0.0275154,-0.0274091,-0.0275126,-0.0286946,-0.02756,-0.0274546
1746000000100,0.0994151,0.0995202,0.0994179,0.0982509,0.0993712,0.0994751
1746000000105,0.226346,0.226449,0.226349,0.225196,0.226302,0.226405
1746000000130,0.353276,0.353379,0.353279,0.352142,0.353234,0.353335
1746000000133,0.480207,0.480308,0.48021,0.479087,0.480165,0.480264
1746000000141,0.607137,0.607237,0.60714,0.606033,0.607096,0.607194
1746000000162,0.734068,0.734167,0.734071,0.732978,0.734027,0.734124
1746000000165,0.860998,0.861095,0.861001,0.859924,0.860958,0.861054
1746000000193,0.987929,0.988025,0.987931,0.986869,0.987889,0.987984
1746000000198,1.11486,1.11495,1.11486,1.11381,1.11482,1.11491
1746000000203,1.24179,1.24188,1.24179,1.24076,1.24175,1.24184
1746000000232,1.36872,1.36881,1.36872,1.36771,1.36868,1.36877
1746000000234,1.49565,1.49574,1.49565,1.49465,1.49561,1.4957
1746000000242,1.62258,1.62267,1.62258,1.6216,1.62255,1.62263
1746000000264,1.74951,1.7496,1.74951,1.74854,1.74948,1.74956
1746000000266,1.87644,1.87653,1.87645,1.87549,1.87641,1.87649
1746000000294,2.00337,2.00346,2.00338,2.00243,2.00334,2.00342
1746000000299,2.1303,2.13039,2.13031,2.12938,2.13027,2.13035
1746000000304,2.25723,2.25732,2.25724,2.25632,2.2572,2.25728
1746000000329,2.38417,2.38425,2.38417,2.38327,2.38413,2.38421
1746000000331,2.5111,2.51118,2.5111,2.51022,2.51106,2.51114
1746000000339,2.63803,2.6381,2.63803,2.63716,2.63799,2.63807
1746000000345,2.76496,2.76503,2.76496,2.76411,2.76493,2.765
1746000000368,2.89189,2.89196,2.89189,2.89105,2.89186,2.89193
1746000000371,3.01882,3.01889,3.01882,3.018,3.01879,3.01886
1746000000378,3.14575,3.14582,3.14575,3.14494,3.14572,3.14579
1746000000402,3.27268,3.27275,3.27268,3.27189,3.27265,3.27272
1746000000405,3.39961,3.39968,3.39961,3.39883,3.39958,3.39965
1746000000431,3.52654,3.52661,3.52654,3.52578,3.52651,3.52658
1746000000436,3.65347,3.65354,3.65347,3.65272,3.65344,3.65351
1746000000441,3.7804,3.78047,3.7804,3.77967,3.78037,3.78044
1746000000466,3.90733,3.9074,3.90733,3.90662,3.90731,3.90737
1746000000468,4.03426,4.03433,4.03426,4.03356,4.03424,4.0343
1746000000496,4.16119,4.16126,4.16119,4.16051,4.16117,4.16123
1746000000501,4.28812,4.28819,4.28813,4.28745,4.2881,4.28816
1746000000525,4.41506,4.41511,4.41506,4.4144,4.41503,4.41509
1746000000528,4.54199,4.54204,4.54199,4.54134,4.54196,4.54202
1746000000555,4.66892,4.66897,4.66892,4.66829,4.66889,4.66895
1746000000560,4.79585,4.7959,4.79585,4.79523,4.79582,4.79588
1746000000563,4.92278,4.92283,4.92278,4.92218,4.92276,4.92281
1746000000593,5.04971,5.04976,5.04971,5.04913,5.04969,5.04974
1746000000596,5.17664,5.17669,5.17664,5.17607,5.17662,5.17667
1746000000601,5.30357,5.30362,5.30357,5.30302,5.30355,5.3036
1746000000624,5.4305,5.43055,5.4305,5.42996,5.43048,5.43053
1746000000627,5.55743,5.55748,5.55743,5.55691,5.55741,5.55746
1746000000654,5.68436,5.68441,5.68436,5.68385,5.68434,5.68439
1746000000660,5.81129,5.81134,5.81129,5.8108,5.81127,5.81132
1746000000685,5.93822,5.93826,5.93822,5.93774,5.9382,5.93825
1746000000687,6.06515,6.06519,6.06515,6.06469,6.06514,6.06518
1746000000696,6.19208,6.19212,6.19208,6.19163,6.19207,6.19211
1746000000718,6.31901,6.31905,6.31901,6.31858,6.319,6.31904
1746000000724,6.44594,6.44598,6.44594,6.44553,6.44593,6.44597
1746000000732,6.57288,6.57291,6.57288,6.57247,6.57286,6.5729
1746000000753,6.69981,6.69984,6.69981,6.69942,6.69979,6.69983
1746000000755,6.82674,6.82677,6.82674,6.82636,6.82672,6.82675
1746000000780,6.95367,6.9537,6.95367,6.95331,6.95365,6.95368
1746000000785,7.0806,7.08063,7.0806,7.08025,7.08058,7.08062
1746000000812,7.20753,7.20756,7.20753,7.2072,7.20752,7.20754
1746000000814,7.33446,7.33449,7.33446,7.33414,7.33445,7.33447
1746000000821,7.46139,7.46142,7.46139,7.46109,7.46138,7.4614
1746000000843,7.58832,7.58835,7.58832,7.58804,7.58831,7.58833
1746000000846,7.71525,7.71527,7.71525,7.71498,7.71524,7.71526
1746000000855,7.84218,7.8422,7.84218,7.84193,7.84217,7.84219
1746000000875,7.96911,7.96913,7.96911,7.96887,7.9691,7.96912
1746000000879,8.09604,8.09606,8.09604,8.09582,8.09603,8.09605
1746000000888,8.22297,8.22299,8.22297,8.22276,8.22297,8.22298
1746000000890,8.3499,8.34992,8.3499,8.34971,8.3499,8.34991
1746000000915,8.47683,8.47685,8.47683,8.47665,8.47683,8.47684
1746000000921,8.60376,8.60378,8.60376,8.6036,8.60376,8.60377
1746000000946,8.73069,8.73071,8.73069,8.73055,8.73069,8.7307
1746000000967,8.85763,8.85764,8.85763,8.85749,8.85762,8.85763
1746000000970,8.98456,8.98457,8.98456,8.98444,8.98455,8.98456
1746000000995,9.11149,9.1115,9.11149,9.11138,9.11148,9.11149
1746000000998,9.23842,9.23843,9.23842,9.23833,9.23841,9.23842
1746000001006,9.36535,9.36535,9.36535,9.36527,9.36535,9.36535
1746000001027,9.49228,9.49228,9.49228,9.49222,9.49228,9.49228
1746000001029,9.61921,9.61921,9.61921,9.61916,9.61921,9.61921
1746000001054,9.74614,9.74614,9.74614,9.74611,9.74614,9.74614
1746000001059,9.87307,9.87307,9.87307,9.87305,9.87307,9.87307
1746000001084,10,10,10,10,10,10
1746000001088,10,10,10,10,10,10
1746000001093,9.87422,9.87422,9.87421,9.87421,9.87422,9.87421
1746000001100,9.74843,9.74843,9.74843,9.74843,9.74843,9.74843
1746000001104,9.62264,9.62264,9.62264,9.62264,9.62264,9.62264
1746000001132,9.49686,9.49686,9.49685,9.49686,9.49686,9.49686
1746000001156,9.37107,9.37107,9.37107,9.37107,9.37107,9.37107
1746000001159,9.24528,9.24528,9.24528,9.24528,9.24528,9.24528
1746000001186,9.1195,9.1195,9.1195,9.1195,9.1195,9.1195
1746000001190,8.99371,8.99371,8.99371,8.99371,8.99371,8.99371
1746000001196,8.86793,8.86793,8.86792,8.86792,8.86793,8.86792
1746000001222,8.74214,8.74214,8.74214,8.74214,8.74214,8.74214
1746000001225,8.61635,8.61635,8.61635,8.61635,8.61635,8.61635
1746000001232,8.49057,8.49057,8.49057,8.49057,8.49057,8.49057
1746000001256,8.36478,8.36478,8.36478,8.36478,8.36478,8.36478
1746000001260,8.23899,8.23899,8.23899,8.23899,8.23899,8.23899
1746000001287,8.11321,8.11321,8.11321,8.11321,8.11321,8.11321
1746000001310,7.98742,7.98742,7.98742,7.98742,7.98742,7.98742
1746000001312,7.86164,7.86164,7.86163,7.86164,7.86164,7.86164
1746000001316,7.73585,7.73585,7.73585,7.73585,7.73585,7.73585
1746000001342,7.61006,7.61006,7.61006,7.61006,7.61006,7.61006
1746000001345,7.48428,7.48428,7.48428,7.48428,7.48428,7.48428
1746000001369,7.35849,7.35849,7.35849,7.35849,7.35849,7.35849
1746000001375,7.23271,7.23271,7.2327,7.2327,7.23271,7.2327
1746000001382,7.10692,7.10692,7.10692,7.10692,7.10692,7.10692
1746000001404,6.98113,6.98113,6.98113,6.98113,6.98113,6.98113
1746000001406,6.85535,6.85535,6.85534,6.85535,6.85535,6.85535
1746000001411,6.72956,6.72956,6.72956,6.72956,6.72956,6.72956
1746000001436,6.60377,6.60377,6.60377,6.60377,6.60377,6.60377
1746000001439,6.47799,6.47799,6.47799,6.47799,6.47799,6.47799
1746000001446,6.3522,6.3522,6.3522,6.3522,6.3522,6.3522
1746000001468,6.22642,6.22642,6.22641,6.22641,6.22642,6.22641
1746000001473,6.10063,6.10063,6.10063,6.10063,6.10063,6.10063
1746000001499,5.97484,5.97484,5.97484,5.97484,5.97484,5.97484
1746000001504,5.84906,5.84906,5.84906,5.84906,5.84906,5.84906
