timestamp,j1,j2,j3,j4,j5,j6
1745822118053,-9.99996,-10,-9.99991,-9.99985,-9.99998,-10.0001
1745822118055,-9.99996,-10,-9.99991,-9.99985,-9.99998,-10.0001
1745822118103,-10.0001,-9.99988,-9.99991,-9.99985,-9.99998,-10.0001
1745822118153,-9.99996,-10,-10,-10.0001,-10,-10.0001
1745822118203,-9.99996,-10,-10,-9.99985,-10.0002,-10.0002
1745822118253,-10.0002,-10,-10,-10.0001,-10,-9.99977
1745822118303,-9.99996,-10,-10,-9.99985,-9.99985,-9.99968
1745822118353,-9.99996,-10,-10,-9.99985,-10.0002,-10.0002
1745822118403,-10.0001,-9.99988,-10,-9.99985,-9.99998,-9.99975
1745822118453,-9.99988,-10,-10,-9.99985,-9.99985,-10.0001
1745822118503,-9.99996,-10,-9.99991,-10.0001,-10,-10.0001
1745822118553,-9.99996,-10,-10,-9.99985,-9.99998,-10.0001
1745822118603,-9.99996,-10,-9.99991,-10.0001,-10,-10.0001
1745822118653,-9.99996,-10,-9.99991,-10.0001,-10,-9.99977
1745822118703,-9.99988,-10,-10,-9.99985,-9.99998,-10.0001
1745822118753,-9.99996,-10,-10,-9.99985,-9.99998,-10.0001
1745822118803,-10.0001,-10,-10,-10.0001,-10,-10.0001
1745822118853,-9.99988,-10,-10,-10.0001,-10,-9.99977
1745822118903,-9.99996,-9.99988,-10,-9.99985,-9.99998,-9.99975
1745822118953,-9.99996,-10,-10.0001,-10.0001,-10,-10.0001
1745822119003,-10.0001,-9.99988,-10,-9.99985,-9.99998,-10.0001
1745822119053,-9.99996,-10,-10,-10.0001,-9.99986,-9.9997
1745822119103,-9.99996,-10,-10,-10.0001,-10,-10.0001
1745822119154,-9.99996,-10,-10,-9.99985,-9.99998,-9.99975
1745822119204,-10.0001,-10,-10,-10.0001,-10.0002,-10.0002
1745822119254,-10.0002,-10,-10.0001,-9.99985,-9.99998,-10.0001
1745822119304,-9.99996,-10,-10,-10.0001,-10,-9.99977
1745822119354,-9.99996,-9.99988,-10,-9.99985,-9.99998,-9.99975
1745822119404,-9.99996,-10,-10,-10.0001,-10,-9.99977
1745822119454,-9.99996,-9.99976,-10,-10.0001,-10,-9.99977
1745822119504,-9.9975,-9.99616,-9.99856,-9.99962,-9.99837,-9.99931
1745822119554,-9.99206,-9.99239,-9.99324,-9.99836,-9.99058,-9.99224
1745822119643,-8.8727,-8.82034,-8.83078,-9.00066,-8.95645,-8.95603
1745822119692,-6.66755,-6.67816,-6.68483,-6.77227,-6.75096,-6.75736
1745822119740,-3.94813,-4.00564,-3.9907,-4.00497,-4.01124,-4.01714
1745822119764,-2.56521,-2.62553,-2.61339,-2.61349,-2.62568,-2.62852
1745822119812,0.199398,0.146872,0.154637,0.166054,0.147106,0.145147
1745822119860,2.96181,2.91711,2.92175,2.92717,2.91498,2.91027
1745822119933,7.06349,7.02459,7.04198,7.0784,7.05563,7.05445
1745822119981,9.13601,9.11785,9.13818,9.22794,9.21222,9.20786
1745822120030,9.92842,9.94126,9.9343,10.0023,9.99365,10.0058
1745822120078,10.0087,10.0172,10.0095,10.0344,10.0229,10.0341
1745822120150,10.0114,10.0185,10.0118,10.034,10.0163,10.0281
1745822120176,10.0101,10.0172,10.0119,10.0342,10.0142,10.0265
1745822120298,10.0051,10.0097,10.0099,10.0326,10.0071,10.0202
1745822120347,10.0037,10.006,10.0088,10.0321,10.0054,10.0181
1745822120396,10.0028,10.0035,10.0079,10.0312,10.0042,10.0161
1745822120446,10.0019,10.0039,10.0068,10.0304,10.0032,10.0142
1745822120495,10.0013,10.0016,10.0054,10.0293,10.0025,10.0125
1745822120522,10.0009,10.0023,10.0048,10.0286,10.0022,10.0118
1745822120690,9.29979,9.26476,9.30433,9.39846,9.38566,9.36874
1745822120714,8.47536,8.42335,8.46845,8.57059,8.56047,8.54037
1745822120763,5.87369,5.78959,5.83091,5.89542,5.88985,5.87034
1745822120811,2.65055,2.56683,2.60781,2.6001,2.60375,2.59647
1745822120860,-0.648484,-0.73444,-0.688695,-0.710907,-0.703861,-0.703472
1745822120908,-3.94971,-4.02705,-3.98878,-4.02203,-4.00836,-4.01747
1745822120956,-7.01593,-7.01349,-6.99733,-7.11708,-7.09479,-7.10437
1745822121005,-9.07773,-9.03353,-9.0261,-9.15504,-9.13502,-9.1441
1745822121077,-10.0016,-9.99571,-9.99525,-10.0299,-10.019,-10.0245
1745822121125,-10.0147,-10.0284,-10.0214,-10.0338,-10.0208,-10.0264
1745822121174,-10.0115,-10.0224,-10.0173,-10.0341,-10.0149,-10.0223
1745822121199,-10.01,-10.0212,-10.0168,-10.0338,-10.0129,-10.0212
1745822121345,-10.0039,-10.0089,-10.0093,-10.0322,-10.0058,-10.0161
1745822121420,-10.0023,-10.0055,-10.0066,-10.0309,-10.0038,-10.0144
1745822121444,-10.0018,-10.0051,-10.006,-10.0304,-10.0033,-10.0135
1745822121470,-10.0015,-10.0041,-10.0052,-10.0298,-10.0031,-10.013
1745822121520,-10.001,-10.003,-10.0042,-10.0283,-10.0025,-10.012
1745822121570,-10.0006,-10.0023,-10.0033,-10.0263,-10.0019,-10.0108
1745822121689,-9.90351,-9.8547,-9.86629,-9.93908,-9.93348,-9.91954
1745822121739,-8.98993,-8.93481,-8.94126,-9.09164,-9.08618,-9.06448
1745822121811,-5.2968,-5.32973,-5.30291,-5.47234,-5.46731,-5.4738
1745822121835,-3.68,-3.74778,-3.72541,-3.81844,-3.82105,-3.82293
1745822121884,-0.3883,-0.467881,-0.450091,-0.503426,-0.506982,-0.523566
1745822121933,2.90059,2.83419,2.84363,2.8141,2.80733,2.81012
1745822121981,6.1333,6.074,6.09397,6.10954,6.09497,6.10124
1745822122052,9.41477,9.40149,9.41581,9.52297,9.50036,9.50154
1745822122101,9.97831,9.99475,9.97903,10.0269,10.0145,10.0266
1745822122150,10.0127,10.0272,10.0149,10.0373,10.022,10.0327
1745822122175,10.0124,10.0325,10.0142,10.0375,10.0195,10.0307
1745822122371,10.0054,10.0073,10.0104,10.035,10.0068,10.0196
1745822122445,10.0031,10.0048,10.0084,10.0337,10.0046,10.0167
1745822122493,10.0023,10.0041,10.0071,10.0326,10.0035,10.0147
1745822122496,10.0021,10.0041,10.007,10.0326,10.0035,10.0145
1745822122547,10.0015,10.002,10.0054,10.0309,10.0028,10.0129
1745822122715,8.91658,8.8782,8.91889,9.00421,8.99439,8.98316
1745822122739,7.9116,7.85338,7.89342,7.96429,7.96987,7.95646
1745822122765,6.55419,6.45952,6.50705,6.57051,6.57878,6.56984
1745822122836,1.3679,1.28155,1.32581,1.19316,1.20898,1.2038
1745822122884,-1.80214,-1.90007,-1.85935,-1.93371,-1.9112,-1.90942
1745822122932,-4.92233,-4.99401,-4.97158,-5.03563,-5.00961,-5.01548
1745822122981,-7.73086,-7.71701,-7.70578,-7.82753,-7.81587,-7.82854
1745822123029,-9.44991,-9.40101,-9.39575,-9.5248,-9.5064,-9.51401
1745822123077,-9.98284,-9.96793,-9.96212,-10.0216,-10.0093,-10.0145
1745822123126,-10.0142,-10.0256,-10.0183,-10.0337,-10.0211,-10.0257
1745822123174,-10.0118,-10.023,-10.0177,-10.0337,-10.0152,-10.0221
1745822123321,-10.005,-10.0113,-10.011,-10.0326,-10.0067,-10.0166
1745822123393,-10.0029,-10.0073,-10.0082,-10.0314,-10.0045,-10.0144
1745822123444,-10.0019,-10.0051,-10.0061,-10.0305,-10.0034,-10.0136
1745822123493,-10.0012,-10.0036,-10.0049,-10.0293,-10.0027,-10.0126
1745822123517,-10.0012,-10.0031,-10.0044,-10.0283,-10.0026,-10.0121
1745822123569,-10.0005,-10.0022,-10.0034,-10.0269,-10.0021,-10.0112
1745822123689,-9.20522,-9.15883,-9.16975,-9.2894,-9.28355,-9.26704
1745822123739,-7.17549,-7.18939,-7.18672,-7.34711,-7.33271,-7.3228
1745822123787,-4.14406,-4.29225,-4.23074,-4.27071,-4.26276,-4.27146
1745822123811,-2.6213,-2.74923,-2.72099,-2.75093,-2.74836,-2.75279
1745822123859,0.280168,0.169406,0.190125,0.173607,0.165898,0.162501
1745822123908,3.16442,3.07758,3.09261,3.07789,3.07351,3.06293
1745822123957,6.04854,5.98771,5.99601,5.99396,5.98264,5.98651
1745822124029,9.3253,9.30795,9.32687,9.42341,9.40438,9.40009
1745822124077,9.96457,9.98132,9.96652,10.0202,10.0084,10.02
1745822124126,10.0111,10.0193,10.0117,10.0354,10.0212,10.0315
1745822124175,10.0119,10.029,10.0136,10.0354,10.0172,10.028
1745822124223,10.01,10.0185,10.0118,10.0352,10.0135,10.0248
1745822124368,10.0043,10.0046,10.009,10.0333,10.0061,10.0183
1745822124417,10.0031,10.0065,10.0083,10.0326,10.0047,10.0163
1745822124468,10.0022,10.0028,10.007,10.0317,10.0035,10.0145
1745822124472,10.0022,10.0032,10.0068,10.0314,10.0035,10.0143
1745822124521,10.0015,10.0016,10.0058,10.0299,10.0026,10.0128
1745822124571,10.001,10.0022,10.0048,10.0283,10.0022,10.0113
1745822124714,9.6674,9.64467,9.6773,9.76067,9.74687,9.72923
1745822124762,8.1846,8.12074,8.16145,8.24272,8.24135,8.22908
1745822124811,5.4889,5.38996,5.4143,5.40482,5.41292,5.4082
1745822124859,2.40113,2.30793,2.33333,2.29454,2.30933,2.29955
1745822124907,-0.708523,-0.802002,-0.768563,-0.801315,-0.789825,-0.784521
1745822124980,-5.35556,-5.41153,-5.39887,-5.45059,-5.42712,-5.43174
1745822125004,-6.80893,-6.82644,-6.81632,-6.91212,-6.889,-6.89591
1745822125053,-8.97908,-8.93549,-8.93237,-9.05869,-9.04014,-9.05107
1745822125126,-9.99742,-9.9879,-9.98644,-10.0278,-10.0163,-10.0218
1745822125151,-10.0109,-10.0164,-10.014,-10.0335,-10.0227,-10.028
1745822125371,-10.0044,-10.0096,-10.0101,-10.0323,-10.0065,-10.0165
1745822125420,-10.0031,-10.0077,-10.0087,-10.0317,-10.0051,-10.0151
1745822125469,-10.0024,-10.0055,-10.0066,-10.0307,-10.0037,-10.0138
1745822125473,-10.0021,-10.0055,-10.0066,-10.0305,-10.0037,-10.0138
1745822125616,-9.98701,-9.97875,-9.98614,-10.0109,-9.98433,-9.98157
1745822125689,-8.94693,-8.90434,-8.91227,-9.04392,-9.02965,-9.01033
1745822125737,-6.69645,-6.70719,-6.70149,-6.8462,-6.83872,-6.83219
1745822125785,-3.13209,-3.25231,-3.20905,-3.32989,-3.33996,-3.33483
1745822125834,0.807256,0.622732,0.665196,0.726585,0.712959,0.709733
1745822125859,2.60421,2.44987,2.47611,2.49493,2.48374,2.49523
1745822125930,7.41284,7.33173,7.36568,7.46578,7.4391,7.45605
1745822125978,9.35376,9.33228,9.34675,9.45889,9.43588,9.43318
1745822126027,9.96909,9.98433,9.96905,10.0253,10.0118,10.0234
1745822126076,10.0125,10.0261,10.0146,10.0386,10.0224,10.0328
1745822126125,10.0128,10.026,10.0148,10.0382,10.0182,10.029
1745822126175,10.0111,10.023,10.0133,10.038,10.0142,10.0258
1745822126297,10.0056,10.0078,10.0108,10.0361,10.0071,10.0198
1745822126346,10.0037,10.0078,10.0095,10.0352,10.0054,10.0175
1745822126371,10.0031,10.0051,10.0088,10.035,10.0047,10.0168
1745822126422,10.0022,10.0041,10.0072,10.0333,10.0035,10.0145
1745822126447,10.0019,10.0035,10.0068,10.0326,10.0032,10.0138
1745822126497,10.0013,10.0024,10.0054,10.0302,10.0023,10.012
1745822126666,9.66015,9.63136,9.66649,9.7546,9.74444,9.72774
1745822126690,9.09288,9.03638,9.08643,9.19407,9.18814,9.18616
1745822126739,6.89479,6.7748,6.84383,7.00321,6.99067,6.98821
1745822126787,3.72304,3.58908,3.65378,3.7009,3.70519,3.70947
1745822126835,0.358873,0.255653,0.308271,0.310936,0.32366,0.333019
1745822126907,-4.67941,-4.75199,-4.72255,-4.75502,-4.7383,-4.73549
1745822126955,-7.60688,-7.593,-7.58017,-7.691,-7.67753,-7.68825
1745822127003,-9.37498,-9.32996,-9.3246,-9.44767,-9.4271,-9.43528
1745822127052,-9.97142,-9.94968,-9.94476,-10.016,-10.0033,-10.0079
1745822127101,-10.0141,-10.0245,-10.0168,-10.0346,-10.0223,-10.0257
1745822127150,-10.0126,-10.0232,-10.0177,-10.0344,-10.0158,-10.0215
1745822127198,-10.0095,-10.0199,-10.0161,-10.0341,-10.012,-10.0193
1745822127321,-10.004,-10.0093,-10.0093,-10.0328,-10.0058,-10.0152
1745822127370,-10.0028,-10.0073,-10.0078,-10.0318,-10.0045,-10.0145
1745822127418,-10.0019,-10.0051,-10.006,-10.0309,-10.0036,-10.0133
1745822127469,-10.0014,-10.0035,-10.0049,-10.0296,-10.0027,-10.0122
1745822127518,-10.0009,-10.0027,-10.0039,-10.028,-10.0024,-10.0113
1745822127565,-10.0006,-10.0021,-10.0031,-10.0259,-10.0017,-10.0103
1745822127617,-10.0001,-10,-10.002,-10.0233,-10.0014,-10.0098
1745822127713,-9.36628,-9.30334,-9.31392,-9.45133,-9.44356,-9.43081
1745822127785,-6.24209,-6.25359,-6.23701,-6.39175,-6.39121,-6.39077
1745822127834,-3.4264,-3.48122,-3.45577,-3.53291,-3.54454,-3.55097
1745822127857,-2.00668,-2.06114,-2.04084,-2.10159,-2.11629,-2.12958
1745822127906,0.831852,0.781673,0.797163,0.752563,0.739719,0.726541
1745822127955,3.66906,3.62918,3.63774,3.61599,3.59521,3.6013
1745822128004,6.49424,6.45603,6.46637,6.45996,6.44644,6.45832
1745822128053,8.80392,8.78092,8.80288,8.88554,8.86518,8.87733
1745822128124,9.9881,10.0057,9.99058,10.0273,10.0158,10.0281
1745822128172,10.0124,10.0257,10.0143,10.0354,10.0205,10.0311
1745822128197,10.0116,10.0313,10.0136,10.0352,10.0181,10.0293
1745822128368,10.0057,10.0124,10.0102,10.0335,10.0076,10.0201
1745822128417,10.004,10.0053,10.009,10.033,10.0059,10.0178
